datetime,active_power,month,week,weekday,day,hour,is_holiday
2017-08-01 00:00:00,0.35,8,31,1,1,0,0
2017-08-01 00:15:00,0.94,8,31,1,1,0,0
2017-08-01 00:30:00,1.0,8,31,1,1,0,0
2017-08-01 00:45:00,0.68,8,31,1,1,0,0
2017-08-01 01:00:00,0.58,8,31,1,1,1,0
2017-08-01 01:15:00,0.07,8,31,1,1,1,0
2017-08-01 01:30:00,0.11,8,31,1,1,1,0
2017-08-01 01:45:00,0.07,8,31,1,1,1,0
2017-08-01 02:00:00,0.07,8,31,1,1,2,0
2017-08-01 02:15:00,0.08,8,31,1,1,2,0
2017-08-01 02:30:00,0.09,8,31,1,1,2,0
2017-08-01 02:45:00,0.06,8,31,1,1,2,0
2017-08-01 03:00:00,0.06,8,31,1,1,3,0
2017-08-01 03:15:00,0.11,8,31,1,1,3,0
2017-08-01 03:30:00,0.07,8,31,1,1,3,0
2017-08-01 03:45:00,0.07,8,31,1,1,3,0
2017-08-01 04:00:00,0.07,8,31,1,1,4,0
2017-08-01 04:15:00,0.1,8,31,1,1,4,0
2017-08-01 04:30:00,0.07,8,31,1,1,4,0
2017-08-01 04:45:00,0.06,8,31,1,1,4,0
2017-08-01 05:00:00,0.06,8,31,1,1,5,0
2017-08-01 05:15:00,0.1,8,31,1,1,5,0
2017-08-01 05:30:00,0.07,8,31,1,1,5,0
2017-08-01 05:45:00,0.07,8,31,1,1,5,0
2017-08-01 06:00:00,0.07,8,31,1,1,6,0
2017-08-01 06:15:00,0.11,8,31,1,1,6,0
2017-08-01 06:30:00,0.08,8,31,1,1,6,0
2017-08-01 06:45:00,0.1,8,31,1,1,6,0
2017-08-01 07:00:00,0.1,8,31,1,1,7,0
2017-08-01 07:15:00,0.14,8,31,1,1,7,0
2017-08-01 07:30:00,0.1,8,31,1,1,7,0
2017-08-01 07:45:00,0.1,8,31,1,1,7,0
2017-08-01 08:00:00,0.1,8,31,1,1,8,0
2017-08-01 08:15:00,0.14,8,31,1,1,8,0
2017-08-01 08:30:00,0.09,8,31,1,1,8,0
2017-08-01 08:45:00,0.1,8,31,1,1,8,0
2017-08-01 09:00:00,0.1,8,31,1,1,9,0
2017-08-01 09:15:00,0.14,8,31,1,1,9,0
2017-08-01 09:30:00,0.09,8,31,1,1,9,0
2017-08-01 09:45:00,0.09,8,31,1,1,9,0
2017-08-01 10:00:00,0.1,8,31,1,1,10,0
2017-08-01 10:15:00,0.15,8,31,1,1,10,0
2017-08-01 10:30:00,0.1,8,31,1,1,10,0
2017-08-01 10:45:00,0.09,8,31,1,1,10,0
2017-08-01 11:00:00,0.1,8,31,1,1,11,0
2017-08-01 11:15:00,0.15,8,31,1,1,11,0
2017-08-01 11:30:00,0.1,8,31,1,1,11,0
2017-08-01 11:45:00,0.08,8,31,1,1,11,0
2017-08-01 12:00:00,0.1,8,31,1,1,12,0
2017-08-01 12:15:00,0.11,8,31,1,1,12,0
2017-08-01 12:30:00,0.14,8,31,1,1,12,0
2017-08-01 12:45:00,0.1,8,31,1,1,12,0
2017-08-01 13:00:00,0.11,8,31,1,1,13,0
2017-08-01 13:15:00,0.1,8,31,1,1,13,0
2017-08-01 13:30:00,0.44,8,31,1,1,13,0
2017-08-01 13:45:00,1.73,8,31,1,1,13,0
2017-08-01 14:00:00,1.73,8,31,1,1,14,0
2017-08-01 14:15:00,1.68,8,31,1,1,14,0
2017-08-01 14:30:00,1.7,8,31,1,1,14,0
2017-08-01 14:45:00,1.72,8,31,1,1,14,0
2017-08-01 15:00:00,1.74,8,31,1,1,15,0
2017-08-01 15:15:00,1.53,8,31,1,1,15,0
2017-08-01 15:30:00,1.94,8,31,1,1,15,0
2017-08-01 15:45:00,2.18,8,31,1,1,15,0
2017-08-01 16:00:00,2.18,8,31,1,1,16,0
2017-08-01 16:15:00,2.18,8,31,1,1,16,0
2017-08-01 16:30:00,2.17,8,31,1,1,16,0
2017-08-01 16:45:00,2.14,8,31,1,1,16,0
2017-08-01 17:00:00,2.19,8,31,1,1,17,0
2017-08-01 17:15:00,2.18,8,31,1,1,17,0
2017-08-01 17:30:00,2.24,8,31,1,1,17,0
2017-08-01 17:45:00,2.14,8,31,1,1,17,0
2017-08-01 18:00:00,2.05,8,31,1,1,18,0
2017-08-01 18:15:00,2.1,8,31,1,1,18,0
2017-08-01 18:30:00,2.21,8,31,1,1,18,0
2017-08-01 18:45:00,2.09,8,31,1,1,18,0
2017-08-01 19:00:00,2.1,8,31,1,1,19,0
2017-08-01 19:15:00,2.12,8,31,1,1,19,0
2017-08-01 19:30:00,2.14,8,31,1,1,19,0
2017-08-01 19:45:00,2.11,8,31,1,1,19,0
2017-08-01 20:00:00,2.02,8,31,1,1,20,0
2017-08-01 20:15:00,2.08,8,31,1,1,20,0
2017-08-01 20:30:00,2.05,8,31,1,1,20,0
2017-08-01 20:45:00,2.03,8,31,1,1,20,0
2017-08-01 21:00:00,2.16,8,31,1,1,21,0
2017-08-01 21:15:00,2.53,8,31,1,1,21,0
2017-08-01 21:30:00,2.51,8,31,1,1,21,0
2017-08-01 21:45:00,2.45,8,31,1,1,21,0
2017-08-01 22:00:00,2.41,8,31,1,1,22,0
2017-08-01 22:15:00,2.41,8,31,1,1,22,0
2017-08-01 22:30:00,2.38,8,31,1,1,22,0
2017-08-01 22:45:00,1.56,8,31,1,1,22,0
2017-08-01 23:00:00,1.74,8,31,1,1,23,0
2017-08-01 23:15:00,1.5,8,31,1,1,23,0
2017-08-01 23:30:00,0.4,8,31,1,1,23,0
2017-08-01 23:45:00,0.1,8,31,1,1,23,0
2017-08-02 00:00:00,0.1,8,31,2,2,0,0
2017-08-02 00:15:00,0.14,8,31,2,2,0,0
2017-08-02 00:30:00,0.09,8,31,2,2,0,0
2017-08-02 00:45:00,0.09,8,31,2,2,0,0
2017-08-02 01:00:00,0.09,8,31,2,2,1,0
2017-08-02 01:15:00,0.14,8,31,2,2,1,0
2017-08-02 01:30:00,0.09,8,31,2,2,1,0
2017-08-02 01:45:00,0.09,8,31,2,2,1,0
2017-08-02 02:00:00,0.09,8,31,2,2,2,0
2017-08-02 02:15:00,0.14,8,31,2,2,2,0
2017-08-02 02:30:00,0.1,8,31,2,2,2,0
2017-08-02 02:45:00,0.1,8,31,2,2,2,0
2017-08-02 03:00:00,0.1,8,31,2,2,3,0
2017-08-02 03:15:00,0.13,8,31,2,2,3,0
2017-08-02 03:30:00,0.1,8,31,2,2,3,0
2017-08-02 03:45:00,0.1,8,31,2,2,3,0
2017-08-02 04:00:00,0.09,8,31,2,2,4,0
2017-08-02 04:15:00,0.13,8,31,2,2,4,0
2017-08-02 04:30:00,0.1,8,31,2,2,4,0
2017-08-02 04:45:00,0.1,8,31,2,2,4,0
2017-08-02 05:00:00,0.1,8,31,2,2,5,0
2017-08-02 05:15:00,0.14,8,31,2,2,5,0
2017-08-02 05:30:00,0.09,8,31,2,2,5,0
2017-08-02 05:45:00,0.08,8,31,2,2,5,0
2017-08-02 06:00:00,0.09,8,31,2,2,6,0
2017-08-02 06:15:00,0.13,8,31,2,2,6,0
2017-08-02 06:30:00,0.1,8,31,2,2,6,0
2017-08-02 06:45:00,0.1,8,31,2,2,6,0
2017-08-02 07:00:00,0.09,8,31,2,2,7,0
2017-08-02 07:15:00,0.09,8,31,2,2,7,0
2017-08-02 07:30:00,0.13,8,31,2,2,7,0
2017-08-02 07:45:00,0.09,8,31,2,2,7,0
2017-08-02 08:00:00,0.09,8,31,2,2,8,0
2017-08-02 08:15:00,0.1,8,31,2,2,8,0
2017-08-02 08:30:00,0.13,8,31,2,2,8,0
2017-08-02 08:45:00,0.09,8,31,2,2,8,0
2017-08-02 09:00:00,0.1,8,31,2,2,9,0
2017-08-02 09:15:00,0.1,8,31,2,2,9,0
2017-08-02 09:30:00,0.13,8,31,2,2,9,0
2017-08-02 09:45:00,0.11,8,31,2,2,9,0
2017-08-02 10:00:00,0.09,8,31,2,2,10,0
2017-08-02 10:15:00,0.1,8,31,2,2,10,0
2017-08-02 10:30:00,0.1,8,31,2,2,10,0
2017-08-02 10:45:00,0.13,8,31,2,2,10,0
2017-08-02 11:00:00,0.08,8,31,2,2,11,0
2017-08-02 11:15:00,0.1,8,31,2,2,11,0
2017-08-02 11:30:00,0.1,8,31,2,2,11,0
2017-08-02 11:45:00,0.1,8,31,2,2,11,0
2017-08-02 12:00:00,0.13,8,31,2,2,12,0
2017-08-02 12:15:00,0.11,8,31,2,2,12,0
2017-08-02 12:30:00,0.09,8,31,2,2,12,0
2017-08-02 12:45:00,0.09,8,31,2,2,12,0
2017-08-02 13:00:00,0.15,8,31,2,2,13,0
2017-08-02 13:15:00,0.1,8,31,2,2,13,0
2017-08-02 13:30:00,0.08,8,31,2,2,13,0
2017-08-02 13:45:00,0.88,8,31,2,2,13,0
2017-08-02 14:00:00,1.78,8,31,2,2,14,0
2017-08-02 14:15:00,1.92,8,31,2,2,14,0
2017-08-02 14:30:00,1.9,8,31,2,2,14,0
2017-08-02 14:45:00,1.9,8,31,2,2,14,0
2017-08-02 15:00:00,1.93,8,31,2,2,15,0
2017-08-02 15:15:00,1.94,8,31,2,2,15,0
2017-08-02 15:30:00,1.94,8,31,2,2,15,0
2017-08-02 15:45:00,1.98,8,31,2,2,15,0
2017-08-02 16:00:00,2.08,8,31,2,2,16,0
2017-08-02 16:15:00,2.24,8,31,2,2,16,0
2017-08-02 16:30:00,2.23,8,31,2,2,16,0
2017-08-02 16:45:00,2.24,8,31,2,2,16,0
2017-08-02 17:00:00,2.26,8,31,2,2,17,0
2017-08-02 17:15:00,2.26,8,31,2,2,17,0
2017-08-02 17:30:00,2.24,8,31,2,2,17,0
2017-08-02 17:45:00,2.23,8,31,2,2,17,0
2017-08-02 18:00:00,1.9,8,31,2,2,18,0
2017-08-02 18:15:00,1.81,8,31,2,2,18,0
2017-08-02 18:30:00,1.78,8,31,2,2,18,0
2017-08-02 18:45:00,1.48,8,31,2,2,18,0
2017-08-02 19:00:00,1.49,8,31,2,2,19,0
2017-08-02 19:15:00,1.43,8,31,2,2,19,0
2017-08-02 19:30:00,1.07,8,31,2,2,19,0
2017-08-02 19:45:00,1.02,8,31,2,2,19,0
2017-08-02 20:00:00,1.03,8,31,2,2,20,0
2017-08-02 20:15:00,1.06,8,31,2,2,20,0
2017-08-02 20:30:00,1.07,8,31,2,2,20,0
2017-08-02 20:45:00,1.12,8,31,2,2,20,0
2017-08-02 21:00:00,1.18,8,31,2,2,21,0
2017-08-02 21:15:00,1.48,8,31,2,2,21,0
2017-08-02 21:30:00,1.9,8,31,2,2,21,0
2017-08-02 21:45:00,1.88,8,31,2,2,21,0
2017-08-02 22:00:00,1.97,8,31,2,2,22,0
2017-08-02 22:15:00,2.01,8,31,2,2,22,0
2017-08-02 22:30:00,1.95,8,31,2,2,22,0
2017-08-02 22:45:00,1.98,8,31,2,2,22,0
2017-08-02 23:00:00,1.95,8,31,2,2,23,0
2017-08-02 23:15:00,1.92,8,31,2,2,23,0
2017-08-02 23:30:00,1.86,8,31,2,2,23,0
2017-08-02 23:45:00,1.87,8,31,2,2,23,0
2017-08-03 00:00:00,1.82,8,31,3,3,0,0
2017-08-03 00:15:00,0.18,8,31,3,3,0,0
2017-08-03 00:30:00,0.07,8,31,3,3,0,0
2017-08-03 00:45:00,0.07,8,31,3,3,0,0
2017-08-03 01:00:00,0.07,8,31,3,3,1,0
2017-08-03 01:15:00,0.12,8,31,3,3,1,0
2017-08-03 01:30:00,0.07,8,31,3,3,1,0
2017-08-03 01:45:00,0.07,8,31,3,3,1,0
2017-08-03 02:00:00,0.06,8,31,3,3,2,0
2017-08-03 02:15:00,0.1,8,31,3,3,2,0
2017-08-03 02:30:00,0.06,8,31,3,3,2,0
2017-08-03 02:45:00,0.06,8,31,3,3,2,0
2017-08-03 03:00:00,0.08,8,31,3,3,3,0
2017-08-03 03:15:00,0.11,8,31,3,3,3,0
2017-08-03 03:30:00,0.07,8,31,3,3,3,0
2017-08-03 03:45:00,0.06,8,31,3,3,3,0
2017-08-03 04:00:00,0.06,8,31,3,3,4,0
2017-08-03 04:15:00,0.1,8,31,3,3,4,0
2017-08-03 04:30:00,0.06,8,31,3,3,4,0
2017-08-03 04:45:00,0.07,8,31,3,3,4,0
2017-08-03 05:00:00,0.07,8,31,3,3,5,0
2017-08-03 05:15:00,0.1,8,31,3,3,5,0
2017-08-03 05:30:00,0.06,8,31,3,3,5,0
2017-08-03 05:45:00,0.06,8,31,3,3,5,0
2017-08-03 06:00:00,0.07,8,31,3,3,6,0
2017-08-03 06:15:00,0.11,8,31,3,3,6,0
2017-08-03 06:30:00,0.06,8,31,3,3,6,0
2017-08-03 06:45:00,0.06,8,31,3,3,6,0
2017-08-03 07:00:00,0.06,8,31,3,3,7,0
2017-08-03 07:15:00,0.1,8,31,3,3,7,0
2017-08-03 07:30:00,0.08,8,31,3,3,7,0
2017-08-03 07:45:00,0.07,8,31,3,3,7,0
2017-08-03 08:00:00,0.06,8,31,3,3,8,0
2017-08-03 08:15:00,0.06,8,31,3,3,8,0
2017-08-03 08:30:00,0.11,8,31,3,3,8,0
2017-08-03 08:45:00,0.07,8,31,3,3,8,0
2017-08-03 09:00:00,0.07,8,31,3,3,9,0
2017-08-03 09:15:00,0.07,8,31,3,3,9,0
2017-08-03 09:30:00,0.1,8,31,3,3,9,0
2017-08-03 09:45:00,0.06,8,31,3,3,9,0
2017-08-03 10:00:00,0.07,8,31,3,3,10,0
2017-08-03 10:15:00,0.07,8,31,3,3,10,0
2017-08-03 10:30:00,0.11,8,31,3,3,10,0
2017-08-03 10:45:00,0.07,8,31,3,3,10,0
2017-08-03 11:00:00,0.07,8,31,3,3,11,0
2017-08-03 11:15:00,0.07,8,31,3,3,11,0
2017-08-03 11:30:00,0.09,8,31,3,3,11,0
2017-08-03 11:45:00,0.09,8,31,3,3,11,0
2017-08-03 12:00:00,0.07,8,31,3,3,12,0
2017-08-03 12:15:00,0.07,8,31,3,3,12,0
2017-08-03 12:30:00,0.07,8,31,3,3,12,0
2017-08-03 12:45:00,0.12,8,31,3,3,12,0
2017-08-03 13:00:00,0.08,8,31,3,3,13,0
2017-08-03 13:15:00,0.08,8,31,3,3,13,0
2017-08-03 13:30:00,0.08,8,31,3,3,13,0
2017-08-03 13:45:00,0.09,8,31,3,3,13,0
2017-08-03 14:00:00,0.1,8,31,3,3,14,0
2017-08-03 14:15:00,1.13,8,31,3,3,14,0
2017-08-03 14:30:00,1.76,8,31,3,3,14,0
2017-08-03 14:45:00,1.81,8,31,3,3,14,0
2017-08-03 15:00:00,1.94,8,31,3,3,15,0
2017-08-03 15:15:00,1.87,8,31,3,3,15,0
2017-08-03 15:30:00,1.91,8,31,3,3,15,0
2017-08-03 15:45:00,1.89,8,31,3,3,15,0
2017-08-03 16:00:00,1.94,8,31,3,3,16,0
2017-08-03 16:15:00,2.04,8,31,3,3,16,0
2017-08-03 16:30:00,1.98,8,31,3,3,16,0
2017-08-03 16:45:00,1.96,8,31,3,3,16,0
2017-08-03 17:00:00,1.98,8,31,3,3,17,0
2017-08-03 17:15:00,1.91,8,31,3,3,17,0
2017-08-03 17:30:00,1.94,8,31,3,3,17,0
2017-08-03 17:45:00,1.91,8,31,3,3,17,0
2017-08-03 18:00:00,1.9,8,31,3,3,18,0
2017-08-03 18:15:00,1.86,8,31,3,3,18,0
2017-08-03 18:30:00,1.86,8,31,3,3,18,0
2017-08-03 18:45:00,1.85,8,31,3,3,18,0
2017-08-03 19:00:00,1.88,8,31,3,3,19,0
2017-08-03 19:15:00,1.85,8,31,3,3,19,0
2017-08-03 19:30:00,1.32,8,31,3,3,19,0
2017-08-03 19:45:00,1.06,8,31,3,3,19,0
2017-08-03 20:00:00,1.06,8,31,3,3,20,0
2017-08-03 20:15:00,0.92,8,31,3,3,20,0
2017-08-03 20:30:00,1.08,8,31,3,3,20,0
2017-08-03 20:45:00,1.02,8,31,3,3,20,0
2017-08-03 21:00:00,0.9,8,31,3,3,21,0
2017-08-03 21:15:00,1.08,8,31,3,3,21,0
2017-08-03 21:30:00,1.12,8,31,3,3,21,0
2017-08-03 21:45:00,0.92,8,31,3,3,21,0
2017-08-03 22:00:00,1.07,8,31,3,3,22,0
2017-08-03 22:15:00,1.0,8,31,3,3,22,0
2017-08-03 22:30:00,0.84,8,31,3,3,22,0
2017-08-03 22:45:00,1.03,8,31,3,3,22,0
2017-08-03 23:00:00,0.68,8,31,3,3,23,0
2017-08-03 23:15:00,1.06,8,31,3,3,23,0
2017-08-03 23:30:00,0.97,8,31,3,3,23,0
2017-08-03 23:45:00,1.23,8,31,3,3,23,0
2017-08-04 00:00:00,1.46,8,31,4,4,0,0
2017-08-04 00:15:00,1.17,8,31,4,4,0,0
2017-08-04 00:30:00,0.98,8,31,4,4,0,0
2017-08-04 00:45:00,1.05,8,31,4,4,0,0
2017-08-04 01:00:00,1.02,8,31,4,4,1,0
2017-08-04 01:15:00,0.14,8,31,4,4,1,0
2017-08-04 01:30:00,0.08,8,31,4,4,1,0
2017-08-04 01:45:00,0.06,8,31,4,4,1,0
2017-08-04 02:00:00,0.06,8,31,4,4,2,0
2017-08-04 02:15:00,0.1,8,31,4,4,2,0
2017-08-04 02:30:00,0.06,8,31,4,4,2,0
2017-08-04 02:45:00,0.09,8,31,4,4,2,0
2017-08-04 03:00:00,0.1,8,31,4,4,3,0
2017-08-04 03:15:00,0.13,8,31,4,4,3,0
2017-08-04 03:30:00,0.06,8,31,4,4,3,0
2017-08-04 03:45:00,0.06,8,31,4,4,3,0
2017-08-04 04:00:00,0.06,8,31,4,4,4,0
2017-08-04 04:15:00,0.11,8,31,4,4,4,0
2017-08-04 04:30:00,0.07,8,31,4,4,4,0
2017-08-04 04:45:00,0.06,8,31,4,4,4,0
2017-08-04 05:00:00,0.09,8,31,4,4,5,0
2017-08-04 05:15:00,0.12,8,31,4,4,5,0
2017-08-04 05:30:00,0.11,8,31,4,4,5,0
2017-08-04 05:45:00,0.07,8,31,4,4,5,0
2017-08-04 06:00:00,0.08,8,31,4,4,6,0
2017-08-04 06:15:00,0.08,8,31,4,4,6,0
2017-08-04 06:30:00,0.06,8,31,4,4,6,0
2017-08-04 06:45:00,0.07,8,31,4,4,6,0
2017-08-04 07:00:00,0.1,8,31,4,4,7,0
2017-08-04 07:15:00,0.07,8,31,4,4,7,0
2017-08-04 07:30:00,0.09,8,31,4,4,7,0
2017-08-04 07:45:00,0.1,8,31,4,4,7,0
2017-08-04 08:00:00,0.1,8,31,4,4,8,0
2017-08-04 08:15:00,0.1,8,31,4,4,8,0
2017-08-04 08:30:00,0.06,8,31,4,4,8,0
2017-08-04 08:45:00,0.06,8,31,4,4,8,0
2017-08-04 09:00:00,0.07,8,31,4,4,9,0
2017-08-04 09:15:00,0.12,8,31,4,4,9,0
2017-08-04 09:30:00,0.09,8,31,4,4,9,0
2017-08-04 09:45:00,0.1,8,31,4,4,9,0
2017-08-04 10:00:00,0.09,8,31,4,4,10,0
2017-08-04 10:15:00,0.11,8,31,4,4,10,0
2017-08-04 10:30:00,0.07,8,31,4,4,10,0
2017-08-04 10:45:00,0.07,8,31,4,4,10,0
2017-08-04 11:00:00,0.07,8,31,4,4,11,0
2017-08-04 11:15:00,0.12,8,31,4,4,11,0
2017-08-04 11:30:00,0.07,8,31,4,4,11,0
2017-08-04 11:45:00,0.1,8,31,4,4,11,0
2017-08-04 12:00:00,0.11,8,31,4,4,12,0
2017-08-04 12:15:00,0.11,8,31,4,4,12,0
2017-08-04 12:30:00,0.12,8,31,4,4,12,0
2017-08-04 12:45:00,0.08,8,31,4,4,12,0
2017-08-04 13:00:00,0.07,8,31,4,4,13,0
2017-08-04 13:15:00,0.07,8,31,4,4,13,0
2017-08-04 13:30:00,0.17,8,31,4,4,13,0
2017-08-04 13:45:00,0.45,8,31,4,4,13,0
2017-08-04 14:00:00,0.42,8,31,4,4,14,0
2017-08-04 14:15:00,0.4,8,31,4,4,14,0
2017-08-04 14:30:00,1.77,8,31,4,4,14,0
2017-08-04 14:45:00,1.94,8,31,4,4,14,0
2017-08-04 15:00:00,1.86,8,31,4,4,15,0
2017-08-04 15:15:00,1.84,8,31,4,4,15,0
2017-08-04 15:30:00,1.86,8,31,4,4,15,0
2017-08-04 15:45:00,1.81,8,31,4,4,15,0
2017-08-04 16:00:00,1.82,8,31,4,4,16,0
2017-08-04 16:15:00,1.79,8,31,4,4,16,0
2017-08-04 16:30:00,1.81,8,31,4,4,16,0
2017-08-04 16:45:00,1.78,8,31,4,4,16,0
2017-08-04 17:00:00,1.8,8,31,4,4,17,0
2017-08-04 17:15:00,1.83,8,31,4,4,17,0
2017-08-04 17:30:00,1.79,8,31,4,4,17,0
2017-08-04 17:45:00,1.8,8,31,4,4,17,0
2017-08-04 18:00:00,1.83,8,31,4,4,18,0
2017-08-04 18:15:00,1.93,8,31,4,4,18,0
2017-08-04 18:30:00,1.83,8,31,4,4,18,0
2017-08-04 18:45:00,1.83,8,31,4,4,18,0
2017-08-04 19:00:00,1.83,8,31,4,4,19,0
2017-08-04 19:15:00,1.51,8,31,4,4,19,0
2017-08-04 19:30:00,1.3,8,31,4,4,19,0
2017-08-04 19:45:00,1.01,8,31,4,4,19,0
2017-08-04 20:00:00,1.13,8,31,4,4,20,0
2017-08-04 20:15:00,1.15,8,31,4,4,20,0
2017-08-04 20:30:00,1.13,8,31,4,4,20,0
2017-08-04 20:45:00,1.09,8,31,4,4,20,0
2017-08-04 21:00:00,1.12,8,31,4,4,21,0
2017-08-04 21:15:00,1.1,8,31,4,4,21,0
2017-08-04 21:30:00,1.16,8,31,4,4,21,0
2017-08-04 21:45:00,1.22,8,31,4,4,21,0
2017-08-04 22:00:00,1.17,8,31,4,4,22,0
2017-08-04 22:15:00,1.2,8,31,4,4,22,0
2017-08-04 22:30:00,1.2,8,31,4,4,22,0
2017-08-04 22:45:00,1.18,8,31,4,4,22,0
2017-08-04 23:00:00,1.81,8,31,4,4,23,0
2017-08-04 23:15:00,1.85,8,31,4,4,23,0
2017-08-04 23:30:00,1.85,8,31,4,4,23,0
2017-08-04 23:45:00,1.6,8,31,4,4,23,0
2017-08-05 00:00:00,1.58,8,31,5,5,0,1
2017-08-05 00:15:00,1.86,8,31,5,5,0,1
2017-08-05 00:30:00,1.9,8,31,5,5,0,1
2017-08-05 00:45:00,1.06,8,31,5,5,0,1
2017-08-05 01:00:00,0.26,8,31,5,5,1,1
2017-08-05 01:15:00,0.08,8,31,5,5,1,1
2017-08-05 01:30:00,0.12,8,31,5,5,1,1
2017-08-05 01:45:00,0.07,8,31,5,5,1,1
2017-08-05 02:00:00,0.07,8,31,5,5,2,1
2017-08-05 02:15:00,0.09,8,31,5,5,2,1
2017-08-05 02:30:00,0.08,8,31,5,5,2,1
2017-08-05 02:45:00,0.06,8,31,5,5,2,1
2017-08-05 03:00:00,1.01,8,31,5,5,3,1
2017-08-05 03:15:00,1.65,8,31,5,5,3,1
2017-08-05 03:30:00,1.28,8,31,5,5,3,1
2017-08-05 03:45:00,1.08,8,31,5,5,3,1
2017-08-05 04:00:00,0.76,8,31,5,5,4,1
2017-08-05 04:15:00,0.11,8,31,5,5,4,1
2017-08-05 04:30:00,0.07,8,31,5,5,4,1
2017-08-05 04:45:00,0.06,8,31,5,5,4,1
2017-08-05 05:00:00,0.06,8,31,5,5,5,1
2017-08-05 05:15:00,0.13,8,31,5,5,5,1
2017-08-05 05:30:00,0.1,8,31,5,5,5,1
2017-08-05 05:45:00,0.08,8,31,5,5,5,1
2017-08-05 06:00:00,0.07,8,31,5,5,6,1
2017-08-05 06:15:00,0.1,8,31,5,5,6,1
2017-08-05 06:30:00,0.07,8,31,5,5,6,1
2017-08-05 06:45:00,0.07,8,31,5,5,6,1
2017-08-05 07:00:00,0.06,8,31,5,5,7,1
2017-08-05 07:15:00,0.1,8,31,5,5,7,1
2017-08-05 07:30:00,0.09,8,31,5,5,7,1
2017-08-05 07:45:00,0.1,8,31,5,5,7,1
2017-08-05 08:00:00,0.08,8,31,5,5,8,1
2017-08-05 08:15:00,0.1,8,31,5,5,8,1
2017-08-05 08:30:00,0.06,8,31,5,5,8,1
2017-08-05 08:45:00,0.07,8,31,5,5,8,1
2017-08-05 09:00:00,0.07,8,31,5,5,9,1
2017-08-05 09:15:00,0.11,8,31,5,5,9,1
2017-08-05 09:30:00,0.08,8,31,5,5,9,1
2017-08-05 09:45:00,0.1,8,31,5,5,9,1
2017-08-05 10:00:00,0.11,8,31,5,5,10,1
2017-08-05 10:15:00,0.12,8,31,5,5,10,1
2017-08-05 10:30:00,0.06,8,31,5,5,10,1
2017-08-05 10:45:00,0.06,8,31,5,5,10,1
2017-08-05 11:00:00,0.06,8,31,5,5,11,1
2017-08-05 11:15:00,0.12,8,31,5,5,11,1
2017-08-05 11:30:00,0.07,8,31,5,5,11,1
2017-08-05 11:45:00,0.11,8,31,5,5,11,1
2017-08-05 12:00:00,0.11,8,31,5,5,12,1
2017-08-05 12:15:00,0.12,8,31,5,5,12,1
2017-08-05 12:30:00,0.08,8,31,5,5,12,1
2017-08-05 12:45:00,0.07,8,31,5,5,12,1
2017-08-05 13:00:00,0.08,8,31,5,5,13,1
2017-08-05 13:15:00,0.07,8,31,5,5,13,1
2017-08-05 13:30:00,0.12,8,31,5,5,13,1
2017-08-05 13:45:00,0.11,8,31,5,5,13,1
2017-08-05 14:00:00,0.11,8,31,5,5,14,1
2017-08-05 14:15:00,0.44,8,31,5,5,14,1
2017-08-05 14:30:00,2.06,8,31,5,5,14,1
2017-08-05 14:45:00,2.05,8,31,5,5,14,1
2017-08-05 15:00:00,2.01,8,31,5,5,15,1
2017-08-05 15:15:00,2.0,8,31,5,5,15,1
2017-08-05 15:30:00,1.95,8,31,5,5,15,1
2017-08-05 15:45:00,2.05,8,31,5,5,15,1
2017-08-05 16:00:00,2.02,8,31,5,5,16,1
2017-08-05 16:15:00,2.07,8,31,5,5,16,1
2017-08-05 16:30:00,2.03,8,31,5,5,16,1
2017-08-05 16:45:00,2.06,8,31,5,5,16,1
2017-08-05 17:00:00,2.02,8,31,5,5,17,1
2017-08-05 17:15:00,2.01,8,31,5,5,17,1
2017-08-05 17:30:00,1.99,8,31,5,5,17,1
2017-08-05 17:45:00,2.04,8,31,5,5,17,1
2017-08-05 18:00:00,1.94,8,31,5,5,18,1
2017-08-05 18:15:00,1.87,8,31,5,5,18,1
2017-08-05 18:30:00,1.84,8,31,5,5,18,1
2017-08-05 18:45:00,1.85,8,31,5,5,18,1
2017-08-05 19:00:00,1.79,8,31,5,5,19,1
2017-08-05 19:15:00,1.76,8,31,5,5,19,1
2017-08-05 19:30:00,1.54,8,31,5,5,19,1
2017-08-05 19:45:00,1.08,8,31,5,5,19,1
2017-08-05 20:00:00,1.02,8,31,5,5,20,1
2017-08-05 20:15:00,1.11,8,31,5,5,20,1
2017-08-05 20:30:00,1.14,8,31,5,5,20,1
2017-08-05 20:45:00,1.16,8,31,5,5,20,1
2017-08-05 21:00:00,1.2,8,31,5,5,21,1
2017-08-05 21:15:00,1.17,8,31,5,5,21,1
2017-08-05 21:30:00,1.18,8,31,5,5,21,1
2017-08-05 21:45:00,2.08,8,31,5,5,21,1
2017-08-05 22:00:00,2.13,8,31,5,5,22,1
2017-08-05 22:15:00,2.14,8,31,5,5,22,1
2017-08-05 22:30:00,2.08,8,31,5,5,22,1
2017-08-05 22:45:00,2.08,8,31,5,5,22,1
2017-08-05 23:00:00,1.94,8,31,5,5,23,1
2017-08-05 23:15:00,2.06,8,31,5,5,23,1
2017-08-05 23:30:00,1.97,8,31,5,5,23,1
2017-08-05 23:45:00,1.92,8,31,5,5,23,1
2017-08-06 00:00:00,1.96,8,31,6,6,0,1
